,Name,Author,Pub Year,ISBN-13,Publisher,Imprint Publisher,BookType,Primary Genre,Genres,Fiction / non-fiction,Series,Volume,Unit Price,Page number,Language,Read by Stinky,Read by Matt,QTY,To/From,surname,page_number_group,price,Primary Genre numerical
509,Heartless,Elsie Silver,2023,9780349437682,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Chestnut Springs,2,9.99,452,,1,0,1,,Silver,400-500,£10-£12,3
510,Behind the Net,Stephanie Archer,2024,9781398724259,Hachette,Orion,Paperback,Romance,,Fiction,Vancouver Storm,1,9.99,404,,0,0,1,,Archer,400-500,£10-£12,3
511,Hopeless,Elsie Silver,2023,9780349437743,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Chestnut Springs,5,9.99,386,,0,0,1,,Silver,300-400,£10-£12,3
512,Lovelight Farms,B.K. Borison,2023,9781035028856,Pan Macmillan,Pan Books,Paperback,Romance,,Fiction,,,8.99,321,,1,0,1,,Borison,300-400,£8-£10,3
513,Oathbringer Part One,Brandon Sanderson,2019,9780575093362,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Stormlight Archive,5,10.99,635,,0,1,1,,Sanderson,600+,£10-£12,7
514,Magnolia Parks: Into the Dark,Jessa Hastings,2024,9781398717022,Hachette,Orion,Paperback,Romance,,Fiction,Magnolia Parks,5,9.99,708,,1,0,1,,Hastings,600+,£10-£12,3
515,Wuthering Heights,Emily Bronte,2023,9789899135550,Livraria Lello,,Hardback,Classic Fiction,,Fiction,,,18.9,521,,0,0,1,,Bronte,500-600,£12+,4
516,Bride,Ali Hazelwood,2024,9781408728864,Hachette,"Little, Brown",Paperback,Romance,Fantasy,Fiction,,,9.99,396,,0,0,1,,Hazelwood,300-400,£10-£12,3
517,It Starts With Us,Colleen Hoover,2023,9781398518209,Simon & Schuster,Simon & Schuster,Paperback,Romance,,Fiction,,,9.99,320,,0,0,1,,Hoover,300-400,£10-£12,3
518,If Only I Had Told Her,Laura Nowlin,2024,9781464225109,Sourcebooks Fire,Sourcebooks,Paperback,Romance,,Fiction,,,8.99,399,,1,0,1,,Nowlin,300-400,£8-£10,3
519,How to End a Love Story,Yulin Kuang,2024,9781399735797,Hachette,Hodder And Stoughton,Proof,Romance,,Fiction,,,,368,,1,0,1,,Kuang,300-400,,3
520,The Cautious Traveller's Guide to the Wastelands,Sarah Brooks,2024,9781399623346,Hachette,Orion,Proof,Modern & Contemporary Fiction,Historical Fiction,Fiction,,,,371,,0,0,1,,Brooks,300-400,,0
521,The Hating Game,Sally Thorne,2017,9780349414263,Hachette,"Little, Brown",Paperback,Romance,,Fiction,,,8.99,363,,0,0,1,,Thorne,300-400,£8-£10,3
522,A Fate Inked in Blood,Danielle L. Jensen,2024,,Penguin Random House,Del Rey,Proof,Fantasy,Romance,Fiction,,,,409,,1,0,1,,Jensen,400-500,,7
523,The Housemaid,Freida Mcfadden,2023,9781408728512,Hachette,Bookouture,Paperback,Crime & Mystery,,Fiction,The Housemaid,1,9.99,330,,0,0,1,,Mcfadden,300-400,£10-£12,2
524,The Devil and the Deep Blue Sea,Elizabeth Oroark,2023,9780349440712,Hachette,"Little, Brown",Paperback,Romance,,Fiction,The Devil,2,9.99,307,,0,0,1,,Oroark,300-400,£10-£12,3
525,A Study in Drowning,Ava Reid,2023,9781529150506,Penguin Random House,Del Rey,Hardback,Fantasy,,Fiction,,,16.99,376,,0,0,1,,Reid,300-400,£12+,7
526,Ruthless Vows,Rebecca Ross,2024,9780008588229,Harper Collins,Magpie Books,Hardback,Young Adult,Fantasy,Fiction,Letters Of Enchantment,2,14.99,420,,1,0,1,,Ross,400-500,£12+,9
527,House of Flame and Shadow,Sarah J. Maas,2024,9781408884447,Bloomsbury,Bloomsbury,Hardback,Fantasy,Romance,Fiction,Crescent City,3,22.0,834,,1,0,1,,Maas,600+,£12+,7
528,The Ballad of Songbirds & Snakes,Suzanne Collins,2023,9780702328909,Scholastic,Scholastic Ltd,Paperback,Young Adult,Dystopian,Fiction,Hunger Games,0.5,8.99,517,,0,0,1,,Collins,500-600,£8-£10,9
529,Rhythm of War Part One,Brandon Sanderson,2020,9780575093416,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Stormlight Archive,7,10.99,659,,0,0,1,,Sanderson,600+,£10-£12,7
530,Rhythm of War Part Two,Brandon Sanderson,2020,9780575093423,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Stormlight Archive,8,10.99,752,,0,0,1,,Sanderson,600+,£10-£12,7
531,Steelheart,Brandon Sanderson,2014,9780575104044,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Reckoners,1,8.99,386,,0,0,1,,Sanderson,300-400,£8-£10,7
532,Firefight,Brandon Sanderson,2015,9780575104495,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Reckoners,2,9.99,419,,0,0,1,,Sanderson,400-500,£10-£12,7
533,Calamity,Brandon Sanderson,2016,9780575104976,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Reckoners,3,9.99,421,,0,0,1,,Sanderson,400-500,£10-£12,7
534,Mitosis,Brandon Sanderson,2014,9781473209350,Hachette,Gollancz,Hardback,Fantasy,,Fiction,The Reckoners,1.5,8.99,44,,0,0,1,,Sanderson,<100,£8-£10,7
535,Binding 13,Chloe Walsh,2023,9780349439259,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Boys Of Tommen,1,10.99,801,,1,0,1,,Walsh,600+,£10-£12,3
536,Powerless,Elsie Silver,2023,9780349437705,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Chestnut Springs,3,9.99,481,,0,0,1,,Silver,400-500,£10-£12,3
537,Not in Love,Ali Hazelwood,2024,9781408732687,Hachette,"Little, Brown",Proof,Romance,,Fiction,,,,379,,0,0,1,,Hazelwood,300-400,,3
538,Magnolia Parks: The Long Way Home,Jessa Hastings,2023,9781398716964,Hachette,Orion,Paperback,Romance,,Fiction,Magnolia Parks,3,8.99,595,,1,0,1,,Hastings,500-600,£8-£10,3
539,Shatter Me,Tahereh Mafi,2021,9780008502942,Harper Collins,Farshore,Paperback,Young Adult,Fantasy,Fiction,Shatter Me,1,8.99,326,,0,0,1,,Mafi,300-400,£8-£10,9
540,Unravel Me,Tahereh Mafi,2021,9780008502942,Harper Collins,Farshore,Paperback,Young Adult,Fantasy,Fiction,Shatter Me,2,8.99,460,,0,0,1,,Mafi,400-500,£8-£10,9
541,Ignite Me,Tahereh Mafi,2021,9780008502942,Harper Collins,Farshore,Paperback,Young Adult,Fantasy,Fiction,Shatter Me,3,8.99,407,,0,0,1,,Mafi,400-500,£8-£10,9
542,Restore Me,Tahereh Mafi,2021,9780008502942,Harper Collins,Farshore,Paperback,Young Adult,Fantasy,Fiction,Shatter Me,4,8.99,435,,0,0,1,,Mafi,400-500,£8-£10,9
543,Defy Me,Tahereh Mafi,2021,9780008502942,Harper Collins,Farshore,Paperback,Young Adult,Fantasy,Fiction,Shatter Me,5,8.99,362,,0,0,1,,Mafi,300-400,£8-£10,9
544,Skyward,Brandon Sanderson,2018,9781473217874,Hachette,Gollancz,Paperback,Fantasy,Young Adult,Fiction,Skyward,1,10.99,510,,1,0,1,,Sanderson,500-600,£10-£12,7
545,Starsight,Brandon Sanderson,2019,9781473217911,Hachette,Gollancz,Paperback,Fantasy,Young Adult,Fiction,Skyward,2,9.99,461,,1,0,1,,Sanderson,400-500,£10-£12,7
546,Daisy Haites: The Great Undoing,Jessa Hastings,2023,9781398716995,Hachette,Orion,Paperback,Romance,,Fiction,Magnolia Parks,4,8.99,484,,1,0,1,,Hastings,400-500,£8-£10,3
547,The Body,Bill Bryson,2019,9780552779906,Penguin Random House,Transworld,Paperback,Popular Science,,Non-Fiction,,,10.99,532,,0,0,1,,Bryson,500-600,£10-£12,13
548,Twisted Games,Ana Huang,2021,9780349434315,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Twisted,4,9.99,454,,0,0,1,,Huang,400-500,£10-£12,3
549,Skyward Flight,Brandon Sanderson,2022,9781399602150,Hachette,Gollancz,Paperback,Fantasy,Young Adult,Fiction,Skyward,2.5,10.99,622,,0,0,1,,Sanderson,600+,£10-£12,7
550,Cytonic,Brandon Sanderson,2021,9781473217959,Hachette,Gollancz,Paperback,Fantasy,Young Adult,Fiction,Skyward,3,9.99,415,,0,1,1,,Sanderson,400-500,£10-£12,7
551,Defiant,Brandon Sanderson,2023,9781473234611,Hachette,Gollancz,Trade Paperback,Fantasy,Young Adult,Fiction,Skyward,4,16.99,420,,0,0,1,,Sanderson,400-500,£12+,7
552,You are Here: Hikes,Blackwell & Ruth,2022,9781797209821,Chronicle Books,Chronicle Books,Hardback,Travel & Holiday Guides,,Non-Fiction,,,18.99,160,,0,0,1,,Ruth,100-200,£12+,21
553,A Dowry of Blood,S.T. Gibson,2022,9780356519289,Hachette,"Little, Brown",Hardback,Fantasy,,Fiction,,,14.99,292,,0,0,1,,Gibson,200-300,£12+,7
554,The Ministry of Time,Kaliane Bradley,2024,,Hachette,Hodder And Stoughton,Proof,Modern & Contemporary Fiction,,Fiction,,,,353,,1,0,1,,Bradley,300-400,,0
555,Yellowface,R. F. Kuang,2023,9780008532772,Harper Collins,The Borough Press,Hardback,Modern & Contemporary Fiction,,Fiction,,,16.99,322,,1,0,1,,Kuang,300-400,£12+,0
556,The Hurricane Wars,Thea Guanzon,2023,9780008555832,Harper Collins,Harpervoyager,Hardback,Fantasy,,Fiction,,,18.99,470,,0,0,1,,Guanzon,400-500,£12+,7
557,Deep Thinking,Garry Kasparov,2018,9781473653511,Hachette,John Murray,Paperback,Memoirs,,Non-Fiction,,,10.99,294,,0,0,1,,Kasparov,200-300,£10-£12,19
558,First Lie Wins,Ashley Elston,2024,9781035411542,Hachette,Headline,Proof,Crime & Mystery,,Fiction,,,,373,,0,0,1,,Elston,300-400,,2
559,Once a King,Jane Marguerite Tippett,2023,9781399723947,Hachette,Hodder And Stoughton,Trade Paperback,Memoirs,,Non-Fiction,,,16.99,371,,0,0,1,,Tippett,300-400,£12+,19
560,The Stars are Dying,Chloe C. Penaranda,2024,,Hachette,Headline,Proof,Fantasy,Romance,Fiction,Nytefall,1,,414,,1,0,1,,Penaranda,400-500,,7
561,The Silence Factory,Bridget Collins,2024,9780008424046,Harper Collins,Borough Press,Hardback,Fantasy,,Fiction,,,18.99,378,,0,0,1,,Collins,300-400,£12+,7
562,Fourth Wing (sprayed edge),Rebecca Yarros,2023,9780349436999,Hachette,"Little, Brown",Hardback,Fantasy,,Fiction,The Empyrean,1,,498,,1,1,1,,Yarros,400-500,,7
563,Immortal Dark,Tigest Girma,2024,,Hachette,Hachette Childrens,Proof,Young Adult,Fantasy,Fiction,Immortal Dark,1,,415,,0,0,1,,Girma,400-500,,9
564,Shy Creatures,Clare Chambers,2024,,Hachette,Orion,Proof,Modern & Contemporary Fiction,,Fiction,,,,385,,0,0,1,,Chambers,300-400,,0
565,The Obesity Code,Jason Fung,2016,9781925228793,Scribe Publications,,Paperback,Popular Science,,Non-Fiction,,,16.99,269,,0,0,1,,Fung,200-300,£12+,13
566,The Eyes are the Best Part,Monika Kim,2024,,Hachette,Octopus,Proof,Modern & Contemporary Fiction,Horror,Fiction,,,,307,,0,0,1,,Kim,300-400,,0
567,Powerful,Lauren Roberts,2024,9781398535732,Simon & Schuster,Simon & Schuster,Paperback,Young Adult,Fantasy,Fiction,Powerless,0.5,8.99,245,,1,0,1,,Roberts,200-300,£8-£10,9
568,Thoughts Beneath the Scars,Adriana M. Giovanni,2023,9798871425718,,,Paperback,Poetry,,Fiction,,,,145,,1,0,1,,Giovanni,100-200,,6
569,One on One,Jamie Harrow,2024,,Hachette,Quercus,Proof,Romance,,Fiction,,,,381,,0,0,1,,Harrow,300-400,,3
570,Collide,Bal Khabra,2024,9781526677525,Bloomsbury,,Paperback,Romance,,Fiction,,,8.99,405,,1,0,1,,Khabra,400-500,£8-£10,3
571,The Dragon Republic,R. F. Kuang,2020,9780008239893,Harper Collins,Harpervoyager,Paperback,Fantasy,,Fiction,The Poppy War,2,9.99,656,,0,0,1,,Kuang,600+,£10-£12,7
572,Better than the Movies,Lynn Painter,2024,9781398536517,Simon & Schuster,Simon & Schuster,Paperback,Young Adult,Romance,Fiction,Better Than The Movies,1,8.99,347,,1,0,1,,Painter,300-400,£8-£10,9
573,Life Hacks for a Little Alien,Alice Franklin,2025,,Hachette,Quercus,Proof,Modern & Contemporary Fiction,,Fiction,,,,293,,0,0,0,,Franklin,200-300,,0
574,The Poppy War,R. F. Kuang,2018,9780008239848,Harper Collins,Harpervoyager,Paperback,Fantasy,,Fiction,The Poppy War,1,9.99,527,,1,1,1,,Kuang,500-600,£10-£12,7
575,You are Here ,David Nicholls,2024,,Hachette,Hodder & Stoughton,Proof,Modern & Contemporary Fiction,Romance,Fiction,,,,349,,1,0,1,,Nicholls,300-400,,0
576,The Full Moon Coffee Shop,Mai Mochizuki,2024,,Hachette,Octopus,Proof,Modern & Contemporary Fiction,Fantasy,Fiction,,,,262,,1,0,1,,Mochizuki,200-300,,0
577,The Book Swap,Tessa Bickers,2024,,Hachette,Hodder & Stoughton,Proof,Romance,,Fiction,,,,325,,1,0,1,,Bickers,300-400,,3
578,The Bookshop Woman,Nanako Hanada,2024,,Hachette,Octopus,Proof,Memoirs,,Non-Fiction,,,,217,,1,0,1,,Hanada,200-300,,19
579,The Gentleman from Peru,Andre Aciman,2024,9780571390298,Faber & Faber,,,Modern & Contemporary Fiction,,Fiction,,,12.99,169,,1,0,1,,Aciman,100-200,£12+,0
580,A Discovery of Witches,Deborah Harkness,2011,9780755374045,Hachette,Headline,Paperback,Fantasy,,Fiction,All Souls,1,9.99,688,,1,1,1,,Harkness,600+,£10-£12,7
581,The Book that Wouldn't Burn,Mark Lawrence,2024,9780008456757,Harper Collins,Harpervoyager,Paperback,Fantasy,,Fiction,The Library Trilogy,1,9.99,566,,0,0,1,,Lawrence,500-600,£10-£12,7
582,The Book of Azrael,Amber V. Nicole,2024,9781035414505,Hachette,Headline,Paperback,Fantasy,,Fiction,Gods & Monsters,1,10.99,598,,0,0,1,,Nicole,500-600,£10-£12,7
583,The Girl with the Dragon Tattoo,Stieg Larsson,2008,9780857054036,Hachette,Quercus,Paperback,Crime & Mystery,,Fiction,Millenium,1,9.99,544,,0,0,1,,Larsson,500-600,£10-£12,2
584,Cross the Line,Simone Soltani,2024,9781035045105,Pan Macmillan,Pan Books,Paperback,Romance,,Fiction,,,9.99,385,,1,0,1,,Soltani,300-400,£10-£12,3
585,The Irresistible Urge to Fall For Your Enemy,Brigitte Knightley,2025,,Hachette,Little Brown,Proof,Fantasy,Romance,Fiction,,,,389,,1,0,1,,Knightley,300-400,,7
586,Phantasma,Kaylie Smith,2025,9781836182160,Hachette,Bookouture,Paperback,Fantasy,Romance,Fiction,Wicked Games,1,9.99,493,,0,0,1,,Smith,400-500,£10-£12,7
587,A Darker Shade of Magic,V. E. Schwab,2015,9781783295401,Titan Books,Titan,Paperback,Fantasy,,Fiction,Shades Of Magic,1,9.99,384,,1,1,2,,Schwab,300-400,£10-£12,7
588,The Favourites,Layne Fargo,2025,9781784745493,Penguin Random House,Vintage,Trade Paperback,Romance,Modern And Contemporary Fiction,Fiction,,,13.99,434,,1,0,1,,Fargo,400-500,£12+,3
589,Homeseeking,Karissa Chen,2025,,Hachette,Hodder And Stoughton,Proof,Modern & Contemporary Fiction,,Fiction,,,,488,,1,0,1,,Chen,400-500,,0
590,Out on a Limb,Hannah Bonam-Young,2024,9781835010976,Bedford Square,,Paperback,Romance,,Fiction,,,9.99,409,,0,0,1,,Bonam-Young,400-500,£10-£12,3
591,Riders,Jilly Cooper,1985,9780552172424,Penguin Random House,Transworld,Paperback,Romance,,Fiction,Rutshire Chronicles,1,7.99,919,,1,0,1,,Cooper,600+,£8-£10,3
592,Mixed Signals,B.K. Borison,2023,9781035028818,Pan Macmillan,Pan Books,Paperback,Romance,,Fiction,Lovelight Series,2,8.99,312,,0,0,1,,Borison,300-400,£8-£10,3
593,A Dance With the Fae Prince,Elise Kova,2023,9781398724693,Hachette,Orion,Hardback,Fantasy,Romance,Fiction,Married The Marriage,2,,431,,0,0,1,,Kova,400-500,,7
594,Skyestone,Adriana M. Giovanni,2024,9789464945270,Hamley Books,,Trade Paperback,Young Adult,Fantasy,Fiction,Skyestone,1,,322,,1,0,1,,Giovanni,300-400,,9
595,The Raven Scholar,Antonia Hodgson,2025,,Hachette,Hodder And Stoughton,Proof,Fantasy,,Fiction,Eternal Path,1,,643,,1,0,1,,Hodgson,600+,,7
596,The Skeleton Key,Erin Kelly,2022,9781473680883,Hachette,Hodder And Stoughton,Hardback,Crime & Mystery,,Fiction,,,16.99,494,,0,0,1,,Kelly,400-500,£12+,2
597,Speak to Me of Home,Jeanine Cummins,2025,,Hachette,Headline,Proof,Modern & Contemporary Fiction,,Fiction,,,,434,,0,0,1,,Cummins,400-500,,0
598,Ordinary Love,Marie Rutkoski,2025,,Hachette,Little Brown,Proof,Modern & Contemporary Fiction,,Fiction,,,,390,,1,0,1,,Rutkoski,300-400,,0
599,Crooked Kingdom,Leigh Bardugo,2017,9781510107038,Hachette,Hachette Childrens,Hardback,Young Adult,Young Adult Fantasy,Fiction,Six Of Crows,2,14.99,536,,1,1,1,,Bardugo,500-600,£12+,9
600,The Mammoth Book of Chess,Graham Burgess,1997,9781472146205,Hachette,Little Brown,Trade Paperback,Academic,,Non-Fiction,,,16.99,564,,0,0,1,,Burgess,500-600,£12+,14
601,Mastering Chess Strategy,Johan Hellsten,2010,9781857446487,Penguin Random House,Everyman,Trade Paperback,Academic,,Non-Fiction,,,19.99,481,,0,0,1,,Hellsten,400-500,£12+,14
602,Quicksilver,Callie Hart,2024,,Hachette,Hodder And Stoughton,Proof,Fantasy,Romance,Fiction,Fae & Alchemy,1,,609,,1,0,1,,Hart,600+,,7
603,The World According to David Hockney,Thames&Hudson,2024,9780500027042,Thames & Hudson,,Hardback,History,Art,Non-Fiction,,,14.99,173,,0,0,1,,Thames&Hudson,100-200,£12+,17
604,Jonathan Strange & Mr Norrell,Susanna Clarke,2004,9780747579885,Bloomsbury,,Paperback,Fantasy,Historical Fiction,Fiction,,,7.99,1006,,0,0,1,,Clarke,600+,£8-£10,7
605,"Beg, Borrow, or Steal",Sarah Adams,2025,9781035409112,Hachette,Headline,Paperback,Romance,,Fiction,When In Rome,3,9.99,361,,0,0,1,,Adams,300-400,£10-£12,3
606,War Storm,Victoria Aveyard,2018,9781409175995,Hachette,Orion,Paperback,Young Adult,"Young Adult, Fantasy",Fiction,Red Queen,4,9.99,657,,0,0,1,,Aveyard,600+,£10-£12,9
607,Orbital,Samantha Harvey,2024,9781529922936,Penguin Random House,Vintage,Paperback,Modern & Contemporary Fiction,,Fiction,,,9.99,136,,1,0,1,,Harvey,100-200,£10-£12,0
608,Who Wants to Live Forever,Hanna Thomas Uose,2025,,Hachette,Octopus,Proof,Modern & Contemporary Fiction,,Fiction,,,,348,,1,0,1,,Uose,300-400,,0
609,Tomorrow and Tomorrow and Tomorrow,Gabrielle Zevin,2023,9781529115543,Penguin Random House,Vintage,Paperback,Modern & Contemporary Fiction,,Fiction,,,9.99,478,,1,0,1,,Zevin,400-500,£10-£12,0
610,Everything I Never Told You,Celeste Ng,2014,9780349134284,Hachette,Little Brown,Paperback,Modern & Contemporary Fiction,,Fiction,,,8.99,292,,0,0,1,,Ng,200-300,£8-£10,0
611,Arcana Academy,Elise Kova,2025,,Hachette,Hodder And Stoughton,Proof,Fantasy,Romance,Fiction,Arcana Academy,1,,546,,1,0,1,,Kova,500-600,,7
612,The Listeners,Maggie Stiefvater,2025,,Hachette,Headline,Proof,Modern & Contemporary Fiction,Historical Fiction,Fiction,,,,414,,0,0,2,,Stiefvater,400-500,,0
613,Saving 6,Chloe Walsh,2023,9780349439280,Hachette,Little Brown,Paperback,Romance,,Fiction,Boys Of Tommen,2,10.99,623,,0,0,1,,Walsh,600+,£10-£12,3
614,Just For the Summer,Abby Jimenez,2024,9780349433844,Hachette,Little Brown,Paperback,Romance,,Fiction,Part Of Your World,3,9.99,405,,0,0,1,,Jimenez,400-500,£10-£12,3
615,King's Cage,Victoria Aveyard,2017,9781409150763,Hachette,Orion,Paperback,Young Adult,Fantasy,Fiction,Red Queen,3,9.99,507,,0,0,1,,Aveyard,500-600,£10-£12,9
616,Glass Sword,Victoria Aveyard,2016,9781409150749,Hachette,Orion,Paperback,Young Adult,Fantasy,Fiction,Red Queen,2,9.99,440,,0,0,1,,Aveyard,400-500,£10-£12,9
617,The List ,Yomi Adegoke,2023,9780008544539,Harper Collins,4Th Estate,Paperback,Modern & Contemporary Fiction,,Fiction,,,9.99,372,,0,0,1,,Adegoke,300-400,£10-£12,0
618,Wicked Serve,Grace Reilly,2024,9781035412884,Hachette,Headline,Paperback,Romance,,Fiction,Beyond The Play,4,9.99,463,,0,0,1,,Reilly,400-500,£10-£12,3
619,The Queue,Alexandra Heminsley,2023,9781398718401,Hachette,Orion,Paperback,Romance,,Fiction,,,8.99,271,,0,0,1,,Heminsley,200-300,£8-£10,3
620,Bad Publicity,Bianca Gillam,2025,,Bloomsbury,,Proof,Romance,,Fiction,,,,367,,0,0,1,,Gillam,300-400,,3
621,Nesting,Roisin Odonnell,2025,,Simon & Schuster,Scribner,Proof,Modern & Contemporary Fiction,,Fiction,,,,382,,0,0,1,,Odonnell,300-400,,0
622,Alice,Christina Henry,2016,9781785653308,Titan Books,,Paperback,Fantasy,,Fiction,The Chronicles Of Alice,1,8.99,325,,0,0,1,,Henry,300-400,£8-£10,7
623,The Nightblood Prince,Molly X. Chang,2025,,Hachette,Orion,Proof,Young Adult,Fantasy,Fiction,,,,374,,0,0,1,,Chang,300-400,,9
624,A Gathering of Shadows,V. E. Schwab,2016,9781783295425,Titan Books,,Paperback,Fantasy,,Fiction,Shades Of Magic,2,8.99,508,,0,0,1,,Schwab,500-600,£8-£10,7
625,Funny Story,Emily Henry,2024,9780241998175,Penguin Random House,Penguin Books,Paperback,Romance,,Fiction,,,9.99,384,,0,0,1,,Henry,300-400,£10-£12,3
626,Swept Away,Beth Oleary,2025,9781529418293,Hachette,Quercus,Hardback,Romance,,Fiction,,,18.99,430,,1,0,1,,Oleary,400-500,£12+,3
627,Our Infinite Fates,Laura Steven,2025,9780241671092,Penguin Random House,Penguin Books,Hardback,Young Adult,Romance,Fiction,,,16.99,393,,1,0,1,,Steven,300-400,£12+,9
628,Let's Split Up,Bill Wood,2024,9780702338526,Scholastic,,Paperback,Young Adult,Crime/Mystery,Fiction,Lets Split Up,1,8.99,334,,0,0,1,,Wood,300-400,£8-£10,9
629,Deep End,Ali Hazelwood,2025,,Hachette,Little Brown,Proof,Romance,,Fiction,,,,443,,1,0,1,,Hazelwood,400-500,,3
630,Hero,Katie Buckley,2025,,Hachette,Headline,Proof,Modern & Contemporary Fiction,,Fiction,,,,238,,0,0,1,,Buckley,200-300,,0
631,Children of Time,Adrian Tchaikovsky,2015,9781447273301,Pan Macmillan,Pan Books,Paperback,Science Fiction,,Fiction,Children Of Time,1,10.99,600,,0,0,1,,Tchaikovsky,600+,£10-£12,8
632,The Evening and the Morning,Ken Follett,2020,9781447278801,Pan Macmillan,Pan Books,Paperback,Historical Fiction,,Fiction,Kingsbridge,0.5,9.99,897,,0,0,1,,Follett,600+,£10-£12,11
633,All the Other Mothers Hate Me,Sarah Harman,2025,,Harper Collins,4Th Estate,Proof,Modern & Contemporary Fiction,,Fiction,,,,311,,0,0,1,,Harman,300-400,,0
634,Book Lovers,Emily Henry,2022,9780241995341,Penguin Random House,Penguin Books,Paperback,Romance,,Fiction,,,8.99,373,,1,0,1,,Henry,300-400,£8-£10,3
635,Women Don't Owe You Pretty,Florence Given,2020,9781788402118,Hachette,Octopus,Hardback,Feminist Theory,,Non-Fiction,,,14.99,219,,0,0,1,,Given,200-300,£12+,18
636,The Book Your Cat Wishes You Would Read,Lucy Hoile,2023,9781398720336,Hachette,Orion,Hardback,Popular Science,,Non-Fiction,,,18.99,306,,0,0,1,,Hoile,300-400,£12+,13
637,The Men,Sandra Newman,2022,9781783787814,Granta Books,,Hardback,Modern & Contemporary Fiction,,Fiction,,,14.99,259,,0,0,1,,Newman,200-300,£12+,0
